molecule_id,therapeutic_area,molecular_weight,logP,hbond_donors,hbond_acceptors
MOL02503,Immunology,490.75,1.43,3,9
MOL02504,Immunology,450.16,3.12,5,8
MOL02505,Neurology,371.52,1.85,5,5
MOL02506,Neurology,490.48,2.19,1,1
MOL02507,Cardiology,267.73,1.87,0,7
MOL02508,Immunology,263.02,4.97,1,7
MOL02509,Cardiology,274.22,4.45,4,5
MOL02510,Neurology,511.44,2.78,0,10
MOL02511,Oncology,299.49,3.07,1,9
MOL02512,Neurology,294.23,4.31,5,7
MOL02513,Cardiology,330.13,4.87,3,9
MOL02514,Oncology,402.14,2.26,4,10
MOL02515,Oncology,303.45,1.1,1,8
MOL02516,Cardiology,271.49,2.13,3,4
MOL02517,Oncology,408.1,3.28,2,2
MOL02518,Neurology,301.04,4.07,1,10
MOL02519,Neurology,454.25,4.01,2,2
MOL02520,Cardiology,491.75,4.78,2,1
MOL02521,Cardiology,402.77,1.3,2,5
MOL02522,Immunology,355.66,2.35,3,9
MOL02523,Neurology,355.48,4.47,2,5
MOL02524,Immunology,474.18,1.94,2,8
MOL02525,Oncology,409.89,1.55,2,4
MOL02526,Immunology,254.01,3.48,3,1
MOL02527,Neurology,342.38,2.61,4,3
MOL02528,Oncology,358.18,3.14,1,10
MOL02529,Neurology,338.58,1.34,0,9
MOL02530,Cardiology,404.96,4.3,4,1
MOL02531,Immunology,442.41,4.29,2,6
MOL02532,Neurology,262.38,1.75,1,4
MOL02533,Cardiology,495.01,3.6,1,5
MOL02534,Immunology,462.7,1.5,1,10
MOL02535,Neurology,329.74,4.41,3,7
MOL02536,Cardiology,424.21,3.62,5,6
MOL02537,Cardiology,446.39,3.73,3,10
MOL02538,Neurology,266.05,4.58,1,8
MOL02539,Cardiology,505.44,4.12,1,4
MOL02540,Immunology,290.71,3.87,4,1
MOL02541,Immunology,424.45,3.61,4,5
MOL02542,Neurology,498.17,4.3,3,4
MOL02543,Neurology,422.19,1.55,1,8
MOL02544,Oncology,432.14,1.24,1,8
MOL02545,Oncology,301.81,1.88,3,3
MOL02546,Immunology,391.3,3.71,1,1
MOL02547,Oncology,363.1,4.89,1,6
MOL02548,Neurology,478.03,2.66,5,5
MOL02549,Neurology,347.66,3.16,5,5
MOL02550,Cardiology,379.03,3.15,2,9
MOL02551,Immunology,484.01,1.1,2,1
MOL02552,Neurology,403.0,1.63,3,8
MOL02553,Neurology,503.02,2.32,0,1
MOL02554,Immunology,407.0,3.88,3,7
MOL02555,Oncology,356.7,3.91,2,7
MOL02556,Immunology,325.47,4.12,0,5
MOL02557,Neurology,472.03,3.86,0,4
MOL02558,Cardiology,380.14,1.42,3,5
MOL02559,Cardiology,541.05,4.37,3,7
MOL02560,Immunology,251.83,3.74,2,7
MOL02561,Immunology,427.58,2.61,5,1
MOL02562,Immunology,447.49,1.11,2,3
MOL02563,Cardiology,471.45,4.25,3,7
MOL02564,Neurology,442.25,4.0,0,7
MOL02565,Cardiology,494.28,4.33,0,7
MOL02566,Oncology,474.98,2.92,3,4
MOL02567,Neurology,509.58,1.67,2,5
MOL02568,Neurology,500.94,1.85,2,6
MOL02569,Neurology,373.13,3.65,2,9
MOL02570,Cardiology,447.39,2.87,3,9
MOL02571,Oncology,330.12,2.44,0,4
MOL02572,Cardiology,527.23,4.18,3,4
MOL02573,Cardiology,309.97,1.01,4,1
MOL02574,Immunology,265.55,2.32,2,8
MOL02575,Oncology,439.28,4.84,1,8
MOL02576,Oncology,279.07,1.08,5,1
MOL02577,Neurology,490.6,3.87,2,7
MOL02578,Neurology,297.78,4.83,5,9
MOL02579,Neurology,279.95,4.91,5,3
MOL02580,Oncology,411.05,4.88,2,1
MOL02581,Oncology,547.01,3.79,4,9
MOL02582,Immunology,539.4,4.5,2,9
MOL02583,Cardiology,388.4,2.37,2,6
MOL02584,Cardiology,334.58,3.33,3,7
MOL02585,Oncology,351.56,1.38,1,2
MOL02586,Immunology,499.38,4.73,3,6
MOL02587,Immunology,531.53,2.34,3,4
MOL02588,Oncology,299.47,1.14,2,9
MOL02589,Neurology,444.9,2.98,4,1
MOL02590,Immunology,261.12,2.15,0,6
MOL02591,Cardiology,537.46,3.47,2,2
MOL02592,Neurology,420.88,2.01,1,2
MOL02593,Cardiology,361.17,2.11,5,6
MOL02594,Immunology,518.98,1.06,3,7
MOL02595,Neurology,546.32,1.93,0,6
MOL02596,Cardiology,263.45,3.42,2,10
MOL02597,Cardiology,540.18,2.1,5,1
MOL02598,Oncology,403.54,3.17,2,6
MOL02599,Immunology,416.42,1.37,0,4
MOL02600,Immunology,539.37,4.99,3,5
MOL02601,Cardiology,318.61,3.06,5,4
MOL02602,Cardiology,269.11,1.55,3,8
MOL02603,Neurology,400.76,1.73,4,10
MOL02604,Immunology,521.85,3.93,3,6
MOL02605,Neurology,387.2,4.2,1,9
MOL02606,Oncology,464.83,3.18,1,9
MOL02607,Cardiology,384.66,3.42,4,2
MOL02608,Cardiology,386.02,1.89,3,9
MOL02609,Oncology,469.45,3.86,4,9
MOL02610,Cardiology,350.11,2.11,3,2
MOL02611,Immunology,348.19,4.59,4,7
MOL02612,Immunology,530.29,4.45,3,6
MOL02613,Cardiology,277.46,4.7,3,9
MOL02614,Immunology,510.99,4.91,1,9
MOL02615,Neurology,333.52,2.08,0,9
MOL02616,Immunology,514.19,2.83,5,6
MOL02617,Neurology,286.91,3.71,4,9
MOL02618,Cardiology,404.04,3.08,4,1
MOL02619,Immunology,500.19,4.87,2,8
MOL02620,Immunology,485.37,1.17,2,7
MOL02621,Neurology,295.06,4.86,3,5
MOL02622,Immunology,450.15,4.02,0,8
MOL02623,Immunology,336.15,3.74,3,9
MOL02624,Oncology,386.97,1.55,0,1
MOL02625,Oncology,449.28,4.79,5,8
MOL02626,Immunology,394.18,2.23,4,3
MOL02627,Oncology,286.43,3.51,1,5
MOL02628,Neurology,345.77,2.0,1,4
MOL02629,Cardiology,334.81,3.96,2,7
MOL02630,Oncology,443.99,3.67,3,7
MOL02631,Neurology,288.62,1.27,5,4
MOL02632,Oncology,509.0,2.61,1,1
MOL02633,Immunology,333.83,2.49,0,8
MOL02634,Cardiology,338.13,4.11,2,8
MOL02635,Neurology,326.8,2.53,0,8
MOL02636,Cardiology,381.6,1.08,2,3
MOL02637,Cardiology,362.01,2.21,5,4
MOL02638,Immunology,250.28,3.36,4,5
MOL02639,Cardiology,291.99,3.15,1,1
MOL02640,Immunology,440.28,4.84,5,10
MOL02641,Oncology,352.3,1.24,2,2
MOL02642,Cardiology,500.12,4.13,1,4
MOL02643,Neurology,340.74,4.62,2,6
MOL02644,Immunology,494.27,2.96,1,3
MOL02645,Cardiology,363.88,4.03,3,3
MOL02646,Oncology,493.79,2.04,0,3
MOL02647,Neurology,528.52,1.52,5,4
MOL02648,Cardiology,407.24,2.39,4,9
MOL02649,Cardiology,298.42,4.71,3,6
MOL02650,Neurology,313.13,4.71,5,5
MOL02651,Cardiology,529.22,1.47,4,9
MOL02652,Cardiology,408.93,3.52,4,7
MOL02653,Neurology,397.18,4.01,5,7
MOL02654,Cardiology,484.63,2.45,4,4
MOL02655,Cardiology,310.47,1.13,2,9
MOL02656,Oncology,520.35,2.31,5,1
MOL02657,Immunology,493.11,2.69,0,7
MOL02658,Cardiology,494.26,3.97,1,3
MOL02659,Cardiology,382.81,3.27,2,3
MOL02660,Neurology,418.6,3.83,4,1
MOL02661,Cardiology,410.66,3.33,0,3
MOL02662,Oncology,378.35,3.71,2,3
MOL02663,Cardiology,301.02,2.84,5,10
MOL02664,Immunology,527.42,3.14,2,4
MOL02665,Neurology,402.83,2.28,1,10
MOL02666,Cardiology,454.63,4.57,5,8
MOL02667,Oncology,297.07,2.27,3,9
MOL02668,Oncology,253.42,4.03,1,1
MOL02669,Cardiology,419.59,2.14,4,8
MOL02670,Immunology,346.23,4.02,3,3
MOL02671,Cardiology,395.0,1.48,5,6
MOL02672,Neurology,272.07,1.9,0,4
MOL02673,Oncology,419.48,4.02,3,7
MOL02674,Neurology,514.42,2.92,5,8
MOL02675,Oncology,374.43,3.71,1,1
MOL02676,Cardiology,318.86,1.38,4,10
MOL02677,Cardiology,490.55,1.33,1,2
MOL02678,Immunology,493.42,3.06,5,9
MOL02679,Cardiology,405.45,3.31,3,3
MOL02680,Cardiology,460.35,4.86,4,7
MOL02681,Immunology,527.65,2.09,3,5
MOL02682,Immunology,472.61,2.58,1,8
MOL02683,Immunology,509.4,2.75,4,2
MOL02684,Immunology,390.47,4.59,2,6
MOL02685,Oncology,542.55,1.86,3,8
MOL02686,Neurology,372.26,1.53,3,3
MOL02687,Cardiology,334.81,3.71,1,4
MOL02688,Oncology,475.69,2.48,1,4
MOL02689,Neurology,531.4,3.28,0,5
MOL02690,Oncology,519.19,1.83,3,5
MOL02691,Neurology,272.14,2.37,3,7
MOL02692,Oncology,317.72,4.49,3,4
MOL02693,Immunology,444.79,3.27,1,10
MOL02694,Immunology,367.29,1.73,5,10
MOL02695,Neurology,276.98,2.22,0,9
MOL02696,Neurology,494.68,1.48,4,9
MOL02697,Cardiology,274.62,4.21,5,3
MOL02698,Neurology,473.93,1.28,1,1
MOL02699,Neurology,291.69,1.99,2,2
MOL02700,Oncology,379.1,1.67,1,7
MOL02701,Neurology,523.73,3.38,0,1
MOL02702,Oncology,476.62,2.79,4,2
MOL02703,Immunology,470.93,2.72,2,6
MOL02704,Neurology,475.01,2.69,2,5
MOL02705,Neurology,495.19,1.71,2,4
MOL02706,Neurology,319.44,1.76,5,9
MOL02707,Oncology,343.44,2.7,4,1
MOL02708,Cardiology,377.08,2.46,1,5
MOL02709,Immunology,268.63,4.62,5,6
MOL02710,Immunology,448.83,2.58,5,6
MOL02711,Neurology,500.22,2.33,3,1
MOL02712,Cardiology,481.4,3.46,3,3
MOL02713,Immunology,403.59,2.94,1,8
MOL02714,Immunology,383.29,3.71,2,1
MOL02715,Oncology,407.73,2.71,3,1
MOL02716,Immunology,344.51,1.91,0,4
MOL02717,Immunology,429.03,3.25,0,5
MOL02718,Oncology,510.83,3.69,3,1
MOL02719,Oncology,340.27,3.88,1,1
MOL02720,Oncology,474.26,4.55,2,7
MOL02721,Oncology,542.12,3.45,5,6
MOL02722,Neurology,492.06,3.15,2,2
MOL02723,Cardiology,386.25,4.41,5,6
MOL02724,Cardiology,449.48,3.98,2,5
MOL02725,Neurology,470.3,1.58,1,2
MOL02726,Oncology,453.84,3.91,2,9
MOL02727,Immunology,502.2,4.21,4,6
MOL02728,Oncology,356.55,1.64,1,2
MOL02729,Cardiology,367.29,2.29,1,4
MOL02730,Oncology,260.48,3.34,3,7
MOL02731,Cardiology,457.31,2.97,5,5
MOL02732,Cardiology,346.93,1.5,3,2
MOL02733,Cardiology,297.72,3.34,5,8
MOL02734,Neurology,442.1,1.1,0,4
MOL02735,Cardiology,517.25,3.16,1,5
MOL02736,Cardiology,510.67,1.83,1,2
MOL02737,Cardiology,270.26,2.44,5,3
MOL02738,Cardiology,498.02,1.89,3,3
MOL02739,Neurology,263.81,4.93,0,1
MOL02740,Cardiology,352.42,1.25,0,8
MOL02741,Oncology,269.79,4.88,4,6
MOL02742,Oncology,372.34,2.61,1,3
MOL02743,Neurology,315.44,3.15,2,7
MOL02744,Cardiology,391.2,2.52,0,6
MOL02745,Immunology,439.96,3.2,3,8
MOL02746,Oncology,374.7,2.46,2,6
MOL02747,Neurology,316.64,4.03,4,8
MOL02748,Oncology,327.4,2.7,3,2
MOL02749,Oncology,345.22,4.8,4,4
MOL02750,Cardiology,466.14,2.96,0,7
MOL02751,Cardiology,446.0,1.52,2,5
MOL02752,Oncology,358.84,3.27,2,10
MOL02753,Cardiology,549.69,1.41,5,7
MOL02754,Cardiology,431.98,4.16,2,8
MOL02755,Neurology,376.69,2.36,4,2
MOL02756,Oncology,315.12,1.4,3,5
MOL02757,Neurology,501.63,3.13,2,9
MOL02758,Oncology,347.17,3.73,0,1
MOL02759,Cardiology,295.68,3.8,3,1
MOL02760,Immunology,306.03,2.24,2,10
MOL02761,Immunology,413.64,1.71,2,6
MOL02762,Immunology,464.17,1.8,3,4
MOL02763,Immunology,521.75,2.0,0,9
MOL02764,Oncology,532.47,2.09,0,2
MOL02765,Neurology,423.36,4.46,1,10
MOL02766,Oncology,301.8,1.82,2,6
MOL02767,Cardiology,290.85,1.99,3,7
MOL02768,Cardiology,305.82,3.81,1,7
MOL02769,Cardiology,500.13,2.56,2,4
MOL02770,Cardiology,301.74,2.02,3,1
MOL02771,Immunology,431.44,4.49,3,4
MOL02772,Cardiology,284.96,3.2,3,5
MOL02773,Immunology,325.55,4.45,5,10
MOL02774,Neurology,483.43,2.91,3,7
MOL02775,Neurology,470.88,1.39,1,7
MOL02776,Immunology,276.46,1.97,2,2
MOL02777,Oncology,330.91,2.34,4,1
MOL02778,Immunology,508.72,4.57,3,2
MOL02779,Neurology,311.92,3.99,3,8
MOL02780,Cardiology,402.74,4.27,2,7
MOL02781,Oncology,403.11,1.5,1,10
MOL02782,Immunology,460.37,1.56,3,8
MOL02783,Immunology,355.94,1.13,5,6
MOL02784,Cardiology,383.46,3.88,4,9
MOL02785,Oncology,475.05,2.89,2,2
MOL02786,Neurology,335.66,1.8,0,8
MOL02787,Oncology,253.59,3.07,3,7
MOL02788,Oncology,398.67,4.32,2,7
MOL02789,Immunology,296.61,4.24,2,4
MOL02790,Neurology,520.11,2.07,2,6
MOL02791,Neurology,349.26,2.66,1,5
MOL02792,Immunology,334.68,3.5,4,1
MOL02793,Immunology,257.97,1.02,3,9
MOL02794,Cardiology,463.55,2.84,4,8
MOL02795,Neurology,359.75,1.15,1,7
MOL02796,Cardiology,461.17,4.65,0,1
MOL02797,Cardiology,479.35,4.07,3,3
MOL02798,Oncology,442.93,4.07,2,9
MOL02799,Cardiology,259.09,4.79,1,4
MOL02800,Immunology,524.48,4.59,5,3
MOL02801,Cardiology,400.08,3.62,4,10
MOL02802,Oncology,275.93,4.97,2,1
MOL02803,Immunology,372.47,1.06,4,8
MOL02804,Cardiology,439.85,4.18,2,4
MOL02805,Oncology,478.06,3.56,1,7
MOL02806,Cardiology,273.69,1.52,3,5
MOL02807,Immunology,475.61,2.7,3,5
MOL02808,Immunology,515.48,3.52,5,9
MOL02809,Neurology,383.04,1.87,1,8
MOL02810,Neurology,337.71,1.04,5,10
MOL02811,Cardiology,531.95,3.82,2,5
MOL02812,Oncology,398.52,3.85,3,8
MOL02813,Neurology,462.06,3.92,0,2
MOL02814,Cardiology,390.43,2.42,4,10
MOL02815,Oncology,547.23,3.53,0,5
MOL02816,Cardiology,268.41,1.79,4,7
MOL02817,Oncology,421.24,2.66,5,3
MOL02818,Immunology,312.53,1.56,1,7
MOL02819,Neurology,483.16,4.57,0,7
MOL02820,Immunology,265.87,2.06,2,1
MOL02821,Immunology,410.2,4.11,2,6
MOL02822,Oncology,504.24,3.95,5,3
MOL02823,Oncology,285.42,1.76,0,7
MOL02824,Oncology,527.52,1.35,0,1
MOL02825,Immunology,373.59,1.94,1,8
MOL02826,Immunology,441.2,4.11,2,1
MOL02827,Neurology,365.03,2.69,4,2
MOL02828,Neurology,521.25,3.38,1,1
MOL02829,Oncology,315.7,4.86,3,3
MOL02830,Oncology,288.21,1.8,5,5
MOL02831,Neurology,464.17,4.42,2,6
MOL02832,Immunology,273.24,3.39,4,4
MOL02833,Neurology,469.91,3.89,0,4
MOL02834,Immunology,524.65,3.53,3,8
MOL02835,Cardiology,437.46,1.58,0,1
MOL02836,Neurology,468.84,2.14,2,8
MOL02837,Immunology,251.8,4.09,5,10
MOL02838,Oncology,463.33,4.01,2,4
MOL02839,Oncology,302.53,2.74,4,7
MOL02840,Neurology,470.27,4.55,3,3
MOL02841,Cardiology,418.25,1.35,3,1
MOL02842,Neurology,280.33,4.83,1,2
MOL02843,Oncology,454.09,1.26,0,10
MOL02844,Immunology,289.6,4.21,5,1
MOL02845,Immunology,509.76,4.02,2,5
MOL02846,Cardiology,407.17,3.25,1,5
MOL02847,Oncology,512.57,1.92,5,9
MOL02848,Immunology,394.8,3.6,3,7
MOL02849,Oncology,281.29,4.68,3,1
MOL02850,Neurology,540.55,3.09,0,1
MOL02851,Neurology,495.78,2.78,1,5
MOL02852,Immunology,518.84,4.25,2,3
MOL02853,Neurology,288.64,4.84,2,7
MOL02854,Neurology,414.84,4.78,5,2
MOL02855,Cardiology,454.65,2.44,2,3
MOL02856,Cardiology,284.99,2.43,3,10
MOL02857,Cardiology,459.22,4.88,2,7
MOL02858,Cardiology,500.24,4.24,3,1
MOL02859,Oncology,272.27,3.35,2,2
MOL02860,Immunology,319.41,2.68,0,10
MOL02861,Neurology,336.74,1.3,4,9
MOL02862,Neurology,454.43,3.64,3,3
MOL02863,Immunology,259.2,3.03,3,8
MOL02864,Oncology,313.45,4.88,3,7
MOL02865,Cardiology,369.26,3.64,2,7
MOL02866,Immunology,303.95,4.54,1,3
MOL02867,Immunology,413.63,2.04,1,2
MOL02868,Oncology,385.85,1.97,0,6
MOL02869,Neurology,443.32,4.3,3,2
MOL02870,Cardiology,314.54,1.8,1,3
MOL02871,Oncology,480.9,3.07,5,10
MOL02872,Cardiology,485.86,3.49,4,6
MOL02873,Neurology,256.81,3.08,5,1
MOL02874,Immunology,488.92,1.56,2,4
MOL02875,Immunology,411.55,4.72,4,9
MOL02876,Cardiology,510.35,3.93,1,2
MOL02877,Neurology,532.27,4.27,1,6
MOL02878,Neurology,260.65,1.94,0,6
MOL02879,Neurology,443.55,2.12,2,6
MOL02880,Immunology,259.32,2.45,2,2
MOL02881,Neurology,328.89,3.15,0,5
MOL02882,Neurology,455.15,1.97,3,6
MOL02883,Immunology,316.57,1.56,1,2
MOL02884,Cardiology,275.82,4.82,3,4
MOL02885,Immunology,381.26,4.46,1,4
MOL02886,Neurology,461.1,4.88,5,10
MOL02887,Neurology,409.36,4.07,0,9
MOL02888,Immunology,370.93,2.77,4,2
MOL02889,Neurology,337.97,2.07,1,7
MOL02890,Immunology,501.22,2.2,4,5
MOL02891,Neurology,361.18,3.38,3,7
MOL02892,Oncology,334.32,4.05,1,6
MOL02893,Immunology,460.76,2.41,4,7
MOL02894,Immunology,548.38,1.96,2,2
MOL02895,Immunology,505.9,3.35,3,7
MOL02896,Immunology,318.1,4.21,1,2
MOL02897,Oncology,379.81,3.32,1,9
MOL02898,Neurology,486.24,2.41,0,5
MOL02899,Neurology,409.63,3.4,1,10
MOL02900,Cardiology,348.75,2.55,0,4
MOL02901,Immunology,458.5,4.54,0,4
MOL02902,Cardiology,315.18,4.81,4,6
MOL02903,Oncology,471.04,2.04,0,4
MOL02904,Immunology,265.05,4.12,2,1
MOL02905,Oncology,310.98,3.5,3,6
MOL02906,Immunology,343.06,2.9,3,3
MOL02907,Oncology,338.5,3.15,1,7
MOL02908,Immunology,404.28,4.71,1,7
MOL02909,Immunology,501.2,3.9,0,5
MOL02910,Oncology,407.59,3.83,2,4
MOL02911,Cardiology,488.0,2.53,1,9
MOL02912,Immunology,516.18,3.61,2,9
MOL02913,Cardiology,299.45,2.7,0,9
MOL02914,Immunology,429.03,4.71,0,8
MOL02915,Immunology,441.16,4.77,5,5
MOL02916,Immunology,358.88,1.12,1,9
MOL02917,Immunology,494.96,1.62,4,1
MOL02918,Cardiology,419.01,4.36,3,6
MOL02919,Cardiology,463.95,3.02,4,10
MOL02920,Neurology,269.21,4.09,1,5
MOL02921,Immunology,336.97,3.34,0,8
MOL02922,Oncology,513.29,2.93,5,2
MOL02923,Neurology,444.22,3.12,0,8
MOL02924,Cardiology,449.6,1.67,3,10
MOL02925,Oncology,544.61,3.07,4,5
MOL02926,Immunology,513.95,1.79,1,5
MOL02927,Oncology,321.55,3.1,4,4
MOL02928,Neurology,464.07,2.88,1,10
MOL02929,Neurology,346.68,3.28,0,1
MOL02930,Neurology,543.47,2.54,1,2
MOL02931,Immunology,351.51,1.29,2,1
MOL02932,Cardiology,474.3,3.32,0,4
MOL02933,Immunology,460.09,1.65,0,5
MOL02934,Immunology,332.42,2.51,1,10
MOL02935,Immunology,346.09,3.23,4,1
MOL02936,Immunology,336.92,4.69,0,7
MOL02937,Neurology,264.05,3.6,3,8
MOL02938,Neurology,445.71,3.02,0,8
MOL02939,Neurology,284.85,2.34,3,9
MOL02940,Immunology,400.35,2.53,0,1
MOL02941,Immunology,507.75,4.79,0,10
MOL02942,Oncology,480.36,1.96,3,3
MOL02943,Cardiology,345.96,4.67,5,3
MOL02944,Neurology,323.35,2.73,4,7
MOL02945,Oncology,521.29,2.94,0,5
MOL02946,Immunology,333.39,4.91,0,8
MOL02947,Neurology,472.16,1.97,1,2
MOL02948,Cardiology,279.23,3.16,1,3
MOL02949,Neurology,530.75,1.96,5,10
MOL02950,Cardiology,519.17,3.18,0,4
MOL02951,Neurology,327.83,3.21,3,10
MOL02952,Oncology,447.91,2.54,4,4
MOL02953,Immunology,544.03,1.54,2,3
MOL02954,Immunology,394.08,2.96,4,4
MOL02955,Neurology,343.52,1.95,1,1
MOL02956,Neurology,275.2,1.79,1,9
MOL02957,Cardiology,365.65,4.54,1,6
MOL02958,Oncology,362.05,3.34,1,3
MOL02959,Immunology,507.4,2.41,1,8
MOL02960,Immunology,385.94,2.13,0,8
MOL02961,Neurology,512.72,1.03,1,2
MOL02962,Immunology,317.13,1.31,1,4
MOL02963,Oncology,348.96,2.57,1,9
MOL02964,Immunology,366.76,2.69,1,2
MOL02965,Cardiology,336.49,3.02,1,3
MOL02966,Cardiology,356.75,2.49,2,4
MOL02967,Immunology,530.8,1.3,1,8
MOL02968,Oncology,479.18,2.94,5,5
MOL02969,Neurology,277.09,2.41,1,1
MOL02970,Cardiology,525.42,4.06,2,1
MOL02971,Oncology,281.45,2.95,3,7
MOL02972,Oncology,427.56,4.63,2,8
MOL02973,Neurology,459.79,3.33,3,8
MOL02974,Oncology,537.83,2.86,0,9
MOL02975,Oncology,422.26,4.07,1,10
MOL02976,Neurology,371.43,2.26,3,3
MOL02977,Neurology,269.96,1.03,5,5
MOL02978,Cardiology,530.17,4.27,5,7
MOL02979,Neurology,292.09,4.62,4,5
MOL02980,Neurology,521.15,3.43,5,6
MOL02981,Oncology,487.4,2.78,5,9
MOL02982,Oncology,524.57,1.03,0,7
MOL02983,Oncology,398.85,1.85,2,4
MOL02984,Oncology,433.39,3.74,4,7
MOL02985,Immunology,366.29,2.5,5,5
MOL02986,Oncology,437.97,4.08,5,10
MOL02987,Immunology,536.61,3.72,4,8
MOL02988,Cardiology,535.37,4.41,2,10
MOL02989,Neurology,284.86,1.16,5,3
MOL02990,Immunology,486.04,1.34,4,2
MOL02991,Neurology,254.99,1.58,3,7
MOL02992,Oncology,316.48,1.03,4,6
MOL02993,Neurology,470.71,4.36,4,8
MOL02994,Neurology,464.73,2.77,4,6
MOL02995,Immunology,451.29,3.96,0,10
MOL02996,Neurology,335.7,4.76,4,2
MOL02997,Oncology,286.87,4.26,1,3
MOL02998,Cardiology,292.68,1.99,2,3
MOL02999,Oncology,525.01,1.51,5,1
MOL03000,Oncology,362.94,4.52,3,9
MOL03001,Cardiology,352.7,4.36,1,2
MOL03002,Immunology,421.05,3.93,3,7
MOL03003,Oncology,371.73,2.94,3,8
MOL03004,Cardiology,424.75,1.43,2,1
MOL03005,Neurology,549.83,2.26,1,3
MOL03006,Oncology,335.97,2.93,0,2
MOL03007,Immunology,482.61,1.49,1,5
MOL03008,Cardiology,322.25,1.12,2,3
MOL03009,Cardiology,450.78,1.27,5,4
MOL03010,Oncology,286.37,4.28,0,1
MOL03011,Immunology,490.72,2.86,1,10
MOL03012,Cardiology,437.29,1.49,5,10
MOL03013,Oncology,458.98,2.44,3,5
MOL03014,Oncology,389.05,2.56,0,1
MOL03015,Oncology,417.21,3.53,0,1
MOL03016,Cardiology,483.45,4.69,3,5
MOL03017,Oncology,262.36,3.09,1,2
MOL03018,Neurology,468.68,2.37,4,8
MOL03019,Neurology,524.28,1.14,5,9
MOL03020,Neurology,440.16,2.17,0,7
MOL03021,Oncology,324.95,4.8,2,2
MOL03022,Neurology,284.52,4.61,0,9
MOL03023,Oncology,487.27,2.58,2,5
MOL03024,Neurology,335.03,1.27,2,3
MOL03025,Cardiology,527.54,1.26,5,8
MOL03026,Immunology,489.24,1.43,3,4
MOL03027,Oncology,258.38,1.79,4,10
MOL03028,Oncology,452.75,5.0,5,9
MOL03029,Neurology,412.25,3.76,1,3
MOL03030,Cardiology,257.33,3.16,4,9
MOL03031,Immunology,349.87,3.21,2,6
MOL03032,Neurology,473.39,4.85,2,4
MOL03033,Immunology,349.27,3.88,0,9
MOL03034,Oncology,531.34,3.59,1,9
MOL03035,Immunology,463.89,3.71,4,2
MOL03036,Immunology,433.28,2.64,2,8
MOL03037,Oncology,282.08,3.25,2,4
MOL03038,Immunology,364.74,2.6,3,7
MOL03039,Oncology,350.9,1.6,2,2
MOL03040,Neurology,402.99,2.5,3,6
MOL03041,Oncology,416.05,2.89,0,2
MOL03042,Neurology,292.35,2.64,1,10
MOL03043,Neurology,527.76,1.32,1,6
MOL03044,Oncology,445.98,1.43,0,5
MOL03045,Cardiology,296.04,1.27,2,10
MOL03046,Cardiology,283.98,3.01,5,9
MOL03047,Oncology,521.71,3.76,2,1
MOL03048,Neurology,427.12,2.11,2,9
MOL03049,Oncology,357.61,2.55,4,8
MOL03050,Cardiology,547.77,4.51,0,1
MOL03051,Cardiology,417.81,3.88,4,1
MOL03052,Oncology,444.69,2.63,1,4
MOL03053,Cardiology,458.14,3.49,0,1
MOL03054,Cardiology,549.34,1.47,5,2
MOL03055,Cardiology,352.21,4.61,5,5
MOL03056,Cardiology,368.58,1.81,4,1
MOL03057,Cardiology,306.39,1.19,1,5
MOL03058,Oncology,460.18,1.91,4,6
MOL03059,Immunology,369.57,2.26,0,1
MOL03060,Neurology,468.98,4.97,1,1
MOL03061,Neurology,431.51,4.89,5,9
MOL03062,Neurology,301.04,1.16,5,7
MOL03063,Neurology,314.26,4.51,2,10
MOL03064,Cardiology,427.24,2.7,5,6
MOL03065,Immunology,430.47,1.13,2,7
MOL03066,Cardiology,307.17,2.94,1,4
MOL03067,Neurology,543.18,4.87,4,9
MOL03068,Immunology,457.49,2.39,2,6
MOL03069,Neurology,360.99,1.16,4,2
MOL03070,Oncology,425.6,4.14,4,9
MOL03071,Immunology,486.63,1.54,0,9
MOL03072,Neurology,273.85,1.09,2,7
MOL03073,Cardiology,274.13,2.11,3,4
MOL03074,Cardiology,416.67,4.03,5,1
MOL03075,Neurology,383.04,4.7,4,6
MOL03076,Immunology,369.53,4.79,2,2
MOL03077,Neurology,462.85,2.8,2,8
MOL03078,Neurology,492.14,1.51,4,8
MOL03079,Neurology,345.79,4.99,2,2
MOL03080,Immunology,344.67,2.59,3,4
MOL03081,Immunology,396.12,1.06,1,10
MOL03082,Immunology,298.74,1.67,5,1
MOL03083,Immunology,514.7,3.51,4,7
MOL03084,Oncology,430.78,3.87,3,2
MOL03085,Immunology,385.09,1.92,1,7
MOL03086,Neurology,531.99,2.58,1,2
MOL03087,Oncology,465.71,1.47,3,3
MOL03088,Neurology,354.58,3.49,2,5
MOL03089,Oncology,434.0,2.85,4,5
MOL03090,Oncology,389.62,4.34,5,1
MOL03091,Cardiology,301.91,3.1,4,6
MOL03092,Neurology,402.61,3.48,1,7
MOL03093,Neurology,386.76,3.97,1,6
MOL03094,Oncology,340.29,4.0,4,2
MOL03095,Immunology,433.55,3.27,0,2
MOL03096,Cardiology,359.47,3.22,0,10
MOL03097,Cardiology,313.85,1.1,0,5
MOL03098,Neurology,522.73,2.06,4,1
MOL03099,Cardiology,361.24,1.01,2,7
MOL03100,Cardiology,301.63,1.97,2,2
MOL03101,Immunology,407.65,2.64,5,6
MOL03102,Neurology,383.43,1.99,3,1
